Idade,Genero,Nivel Ensino,Area Formacao,Setor,Nivel,Faixa Salarial,Anos experiencia,Faixa Salarial – numero,Data ultimo aumento
36,Masculino,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Gestor,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,15/12/21
45,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Gestor,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,16000,28/11/22
34,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Gestor,de R$ 25.001/mês a R$ 30.000/mês,de 6 a 10 anos,30000,02/10/22
26,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Gestor,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,28/10/23
28,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Logística,Gestor,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,20000,30/09/21
35,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Gestor,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,21/05/22
38,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Área da Saúde,Gestor,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,16000,26/04/22
32,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,17/11/21
28,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,19/11/23
46,Feminino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,10/06/23
35,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,27/08/22
27,Masculino,Graduação/Bacharelado,Outras Engenharias,Marketing,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,17/02/23
30,Feminino,Doutorado ou Phd,Outras Engenharias,Área da Saúde,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,31/07/21
34,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,30/12/21
27,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,4000,11/05/22
26,Masculino,Graduação/Bacharelado,Outras Engenharias,Educação,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,31/01/23
40,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,10/04/21
33,Masculino,Pós-graduação,Ciências Sociais,Outro,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,29/01/22
37,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Varejo,Sênior,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,30000,29/12/22
37,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Entretenimento ou Esportes,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,20000,30/12/22
18,Masculino,Não tenho graduação formal,,Educação,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,24/02/22
23,Masculino,Estudante de Graduação,Outras Engenharias,Varejo,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,2000,20/04/21
30,Masculino,Mestrado,Ciências Sociais,Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,04/12/21
36,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,01/03/21
30,Masculino,Graduação/Bacharelado,Outras Engenharias,Consultoria,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,13/11/22
30,Feminino,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,29/12/21
25,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Varejo,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,20/08/22
26,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Setor Automotivo,Sênior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,28/02/21
42,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,16/03/23
49,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,05/03/22
20,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Consultoria,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,07/05/23
24,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Indústria,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,19/07/21
24,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,09/11/23
27,Masculino,Pós-graduação,Outras,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,06/12/21
22,Masculino,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Setor Público,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,13/06/23
43,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 6 a 10 anos,3000,24/06/21
44,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Indústria,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 1 a 2 anos,30000,10/10/23
23,Masculino,Estudante de Graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,3000,28/07/21
21,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Área da Saúde,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,03/04/23
49,Masculino,Graduação/Bacharelado,Outras Engenharias,Setor Automotivo,Pleno,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,06/02/22
42,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,13/12/21
33,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,27/08/22
27,Masculino,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,01/05/21
29,Masculino,Graduação/Bacharelado,Outras Engenharias,Outro,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,08/07/21
25,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,15/10/21
28,Feminino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,21/08/23
26,Feminino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Setor Alimentício,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,6000,29/05/22
32,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,12/06/21
50,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,02/11/22
50,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Marketing,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,6000,26/01/22
25,Masculino,Graduação/Bacharelado,Outras,Setor Público,Gestor,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,09/05/22
46,Masculino,Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,Júnior,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,16000,07/02/21
26,Masculino,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Educação,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 2 a 3 anos,2000,05/07/21
31,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Energia,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,4000,24/05/23
46,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,16/12/21
29,Masculino,Graduação/Bacharelado,Outras Engenharias,Setor Alimentício,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,14/03/23
29,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,09/06/22
23,Masculino,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,09/09/22
26,Feminino,Não tenho graduação formal,,Entretenimento ou Esportes,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,26/12/23
20,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,11/04/22
41,Feminino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,13/07/22
34,Masculino,Graduação/Bacharelado,Outras Engenharias,Energia,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,11/12/22
24,Masculino,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,08/09/23
31,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Área da Saúde,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,11/01/23
20,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,12/05/22
31,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Indústria,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,27/02/21
35,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Internet/Ecommerce,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,24/10/23
26,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,14/03/22
34,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Internet/Ecommerce,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,8000,03/05/23
22,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,25/06/21
32,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,30/09/23
31,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,29/01/21
31,Masculino,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças,Educação,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,10/12/22
52,Masculino,Doutorado ou Phd,Outras Engenharias,Educação,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,20/03/23
23,Masculino,Estudante de Graduação,Química / Física,Tecnologia/Fábrica de Software,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,1000,01/03/23
23,Masculino,Estudante de Graduação,Outras Engenharias,Setor Alimentício,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,10/07/23
30,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Educação,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,15/04/22
31,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Entretenimento ou Esportes,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,26/02/22
26,Masculino,Pós-graduação,Ciências Sociais,Internet/Ecommerce,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,28/03/23
29,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 1.001/mês a R$ 2.000/mês,de 2 a 3 anos,2000,25/03/22
48,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,31/01/22
34,Masculino,Graduação/Bacharelado,Outras Engenharias,Marketing,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,24/09/21
21,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,02/11/22
51,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 6 a 10 anos,25000,15/04/22
37,Feminino,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Outro,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,01/08/23
42,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,21/06/21
27,Masculino,Pós-graduação,Outras Engenharias,Finanças ou Bancos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,06/07/23
50,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,02/04/22
26,Masculino,Estudante de Graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,10/06/23
24,Feminino,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,31/10/21
30,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,3000,29/07/23
31,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 6 a 10 anos,40000,17/01/23
34,Feminino,Graduação/Bacharelado,Outras,Varejo,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,09/06/21
33,Feminino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,01/01/23
31,Feminino,Mestrado,Química / Física,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,17/05/22
35,Feminino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Seguros ou Previdência,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,09/06/21
28,Feminino,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Área da Saúde,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,03/08/23
20,Feminino,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Varejo,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,2000,30/06/23
24,Feminino,Mestrado,Economia/ Administração / Contabilidade / Finanças,Internet/Ecommerce,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,06/08/21
34,Feminino,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional,Educação,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,12/07/23
37,Feminino,Mestrado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,07/05/23
34,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Agronegócios,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,8000,27/12/23
24,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,22/10/23
26,Feminino,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,17/04/21
32,Feminino,Graduação/Bacharelado,Outras Engenharias,Indústria,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,27/02/22
27,Feminino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,22/09/23
34,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,12/11/21
24,Feminino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Setor Alimentício,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,23/02/22
23,Feminino,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,28/11/23
28,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Educação,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,20/09/21
26,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,14/04/23
31,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Imobiliário,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,05/10/21
31,Feminino,Doutorado ou Phd,Outras Engenharias,Varejo,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,17/03/22
44,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Indústria,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,10/02/21
